Job,Company,Location,Date,Link
practicante analista de marketing digital,mirelli salvatierra,"los olivos, lima",2022-01-13,https://www.bumeran.com.pe/empleos/practicante-analista-de-marketing-digital-mirelli-salvatierra-1114907356.html
técnico de farmacia cercado de lima colmena,qf farmacia magistral,"cercado de lima, lima",2022-01-13,https://www.bumeran.com.pe/empleos/tecnico-de-farmacia-cercado-de-lima-colmena-qf-farmacia-magistral-1114907337.html
asistente social,menorca inversiones s.a.c.,"lima, lima",2022-01-13,https://www.bumeran.com.pe/empleos/asistente-social-menorca-inversiones-s.a.c.-1114913175.html
practicante profesional de balance y medición energía,enel,"san borja, lima",2022-01-13,https://www.bumeran.com.pe/empleos/practicante-profesional-de-balance-y-medicion-energia-enel-1114913126.html
practicante teleoperador de atención al cliente,mapfre peru compañia de seguros y reaseguros,"miraflores, lima",2022-01-13,https://www.bumeran.com.pe/empleos/practicante-teleoperador-de-atencion-al-cliente-mapfre-peru-compania-de-seguros-y-reaseguros-1114913094.html
practicante analista programador net,km2 - tecnología y negocios,"lima, lima",2022-01-13,https://www.bumeran.com.pe/empleos/practicante-analista-programador-.net-km2-tecnologia-y-negocios-1114913078.html
asistente supervisor hsse hidrocaburos,cargo transport,"ate., lima",2022-01-13,https://www.bumeran.com.pe/empleos/asistente-supervisor-a-hsse-hidrocaburos-cargo-transport-1114913020.html
auxiliar de créditos y cobranzas,cerámica san lorenzo,"lurín, lima",2022-01-13,https://www.bumeran.com.pe/empleos/auxiliar-de-creditos-y-cobranzas-ceramica-san-lorenzo-1114912969.html
diseñador gráfico,fesepsa s.a,"callao, lima",2022-01-13,https://www.bumeran.com.pe/empleos/disenador-grafico-fesepsa-s.a-1114781044.html
practicante egresado help desk,medifarma,"lima, lima",2022-01-13,https://www.bumeran.com.pe/empleos/practicante-egresado-help-desk-medifarma-1114912930.html
cocinero,german engineering cie sac,"lima, lima",2022-01-13,https://www.bumeran.com.pe/empleos/cocinero-german-engineering-cie-sac-1114907047.html
medico ocupacional minería,san martin contratistas generales,"lima, lima",2022-01-13,https://www.bumeran.com.pe/empleos/medico-ocupacional-mineria-san-martin-contratistas-generales-1114912905.html
almacenero de producto terminado,copeinca sac,"chimbote, ancash",2022-01-13,https://www.bumeran.com.pe/empleos/almacenero-de-producto-terminado-copeinca-sac-1114912899.html
practicante profesional de contabilidad chimbote flota,copeinca sac,"chimbote, ancash",2022-01-13,https://www.bumeran.com.pe/empleos/practicante-profesional-de-contabilidad-chimbote-flota-copeinca-sac-1114912827.html
diseño gráfico soluciones visuales para potenciar la experiencia de ,corporación efameinsa e ingeniería s.a.,"lima, lima",2022-01-13,https://www.bumeran.com.pe/empleos/diseno-grafico-soluciones-visuales-para-potenciar-la-experiencia-de-marca-corporacion-efameinsa-e-ingenieria-s.a.-1114912647.html
practicante profesional comercial repuestos presencial,divemotor,"lima, lima",2022-01-13,https://www.bumeran.com.pe/empleos/practicante-profesional-comercial-repuestos-presencial-divemotor-1114912609.html
practicante profesional de arte y diseño egpp,pontificia universidad catolica del peru (pucp),"lima, lima",2022-01-13,https://www.bumeran.com.pe/empleos/practicante-profesional-de-arte-y-diseno-egpp-pontificia-universidad-catolica-del-peru-pucp-1114912598.html
practicante profesional de movilización,volcan compañia minera s.a.a.,"huayllay, pasco",2022-01-13,https://www.bumeran.com.pe/empleos/practicante-profesional-de-movilizacion-volcan-compania-minera-s.a.a.-1114912554.html
practicante tecnico o ingeniero de alimentos,willy huallpa,"lurín, lima",2022-01-13,https://www.bumeran.com.pe/empleos/practicante-tecnico-o-ingeniero-de-alimentos-willy-huallpa-1114906665.html
asistente de planillas,confidencial,"lima, lima",2022-01-13,https://www.bumeran.com.pe/empleos/asistente-de-planillas-1114912509.html
practicante de gestión humana um chungar,volcan compañia minera s.a.a.,"cerro de pasco, pasco",2022-01-13,https://www.bumeran.com.pe/empleos/practicante-de-gestion-humana-um-chungar-volcan-compania-minera-s.a.a.-1114912501.html
practicante de contabilidad,elias vergara,"san martín de porres - lima, lima",2022-01-13,https://www.bumeran.com.pe/empleos/practicante-de-contabilidad-elias-vergara-1114906551.html
product manager,allix del pilar díaz vela,"santiago de surco, lima",2022-01-13,https://www.bumeran.com.pe/empleos/product-manager-allix-del-pilar-diaz-vela-1114906539.html
practicante business developer,rimac cia de seguros y reaseguros s.a.,"lima, lima",2022-01-13,https://www.bumeran.com.pe/empleos/practicante-business-developer-rimac-cia-de-seguros-y-reaseguros-s.a.-1114912365.html
practicante profesional de nómina y planilla,tiendas tambo sac,"lima, lima",2022-01-13,https://www.bumeran.com.pe/empleos/practicante-profesional-de-nomina-y-planilla-tiendas-tambo-sac-1114912204.html
practicante diseñador gráfico de modelado de objetos 3d,brian rafael aroni,"lima, lima",2022-01-13,https://www.bumeran.com.pe/empleos/practicante-disenador-grafico-de-modelado-de-objetos-3d-brian-rafael-aroni-1114906095.html
sales executive,moodar inmobiliaria,"lima, lima",2022-01-13,https://www.bumeran.com.pe/empleos/sales-executive-moodar-inmobiliaria-1114905708.html
director de gestión estratégica,universidad privada san juan bautista,"chorrillos, lima",2022-01-12,https://www.bumeran.com.pe/empleos/director-de-gestion-estrategica-universidad-privada-san-juan-bautista-1114890367.html
practicante profesional procesos,bisa ingeniería de proyectos,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-profesional-procesos-bisa-ingenieria-de-proyectos-1114912071.html
practicante gdh agora,confidencial,"san borja, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-gdh-agora-1114912070.html
gestor de calidad trujillo temporal,cencosud perú s.a,"trujillo, la libertad",2022-01-12,https://www.bumeran.com.pe/empleos/gestor-de-calidad-trujillo-temporal-cencosud-peru-s.a-1114912046.html
practicante profesional de diseño gráfico,compañia electroandina sac,"san isidro, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-profesional-de-diseno-grafico-compania-electroandina-sac-1114912042.html
arquitecto de soluciones cloud,stefanini peru s.a,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/arquitecto-de-soluciones-cloud-stefanini-peru-s.a-1114912022.html
practicante de seguridad industrial,alicorp,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-de-seguridad-industrial-alicorp-1114911973.html
practicante profesional de administración talara,psa marine perú,"talara, piura",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-profesional-de-administracion-talara-psa-marine-peru-1114911971.html
trainee comercial,spa soluciones en proyectos de alimentos,"callao, lima",2022-01-12,https://www.bumeran.com.pe/empleos/trainee-comercial-spa-soluciones-en-proyectos-de-alimentos-1114911871.html
practicante administrativo,tk elevadores perú,lima,2022-01-12,https://www.bumeran.com.pe/empleos/practicante-administrativo-tk-elevadores-peru-1114911850.html
operario de producción ate,tawa,"ate., lima",2022-01-12,https://www.bumeran.com.pe/empleos/operario-de-produccion-ate-tawa-1114911847.html
admisionista cn experiencia teletrabajo full time mañana,asistencia 365,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/admisionista-c-n-experiencia-teletrabajo-full-time-manana-asistencia-365-1114911836.html
ejecutivo de cuenta consumo masivobotellas,tawa,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/ejecutivo-de-cuenta-consumo-masivo-botellas-tawa-1114911824.html
jefe de mina,san martin contratistas generales,"cerro de pasco, pasco",2022-01-12,https://www.bumeran.com.pe/empleos/jefe-de-mina-san-martin-contratistas-generales-1114911812.html
superintendente de seguridad y salud ocupacional compañía minera,rosa aguirre-selection consulting,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/superintendente-de-seguridad-y-salud-ocupacional-compania-minera-rosa-aguirre-selection-consulting-1114911781.html
practicante de proyectos logística,cencosud perú s.a,"miraflores, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-de-proyectos-logistica-cencosud-peru-s.a-1114911747.html
practicante de comunicaciones,pontificia universidad catolica del peru (pucp),"san miguel, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-de-comunicaciones-pontificia-universidad-catolica-del-peru-pucp-1114911739.html
practicante de investigación y comunicaciones,pontificia universidad catolica del peru (pucp),"san miguel, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-de-investigacion-y-comunicaciones-pontificia-universidad-catolica-del-peru-pucp-1114911737.html
practicante de planeamiento,pontificia universidad catolica del peru (pucp),"san miguel, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-de-planeamiento-pontificia-universidad-catolica-del-peru-pucp-1114911727.html
practicante profesional de planillas callao,cobra peru,"callao, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-profesional-de-planillas-callao-cobra-peru-1114911700.html
prevencionista de riesgos planta,calaminon,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/prevencionista-de-riesgos-planta-calaminon-1114911613.html
médico,universidad de san martin de porres,"la molina, lima",2022-01-12,https://www.bumeran.com.pe/empleos/medico-universidad-de-san-martin-de-porres-1114911556.html
practicante profesional de tesorería,everis perú,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-profesional-de-tesoreria-everis-peru-1114911554.html
practicante de derecho laboral tributario pas,ey (ernst & young),"san isidro, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-de-derecho-laboral-tributario-pas-ey-ernst-young-1114742169.html
practicante pre profesional de procesos y ti,ferreycorp s.a.a.,"lima15333, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-procesos-y-ti-ferreycorp-s.a.a.-1114911462.html
vendedor de tienda abancay,corporación rico s.a.c.,"abancay, apurimac",2022-01-12,https://www.bumeran.com.pe/empleos/vendedor-de-tienda-abancay-corporacion-rico-s.a.c.-1114911440.html
practicante profesional de tesorería,confidencial,perú,2022-01-12,https://www.bumeran.com.pe/empleos/practicante-profesional-de-tesoreria-1114905206.html
administradora,menu office,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/administrador-a-menu-office-1114905374.html
practicante pre profesional de administración,confidencial,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-administracion-1114911343.html
asistente de direccion tecnica,quimica europea,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/asistente-de-direccion-tecnica-quimica-europea-1114911337.html
community manager inmobiliaria,luis carlo montoya caro,"los olivos, lima",2022-01-12,https://www.bumeran.com.pe/empleos/community-manager-%7Cinmobiliaria-luis-carlo-montoya-caro-1114905293.html
practicante de calidad ingeniería,claro perú,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-de-calidad-ingenieria-claro-peru-1114911242.html
practicante de operaciones,msa del peru sac,"ate., lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-de-operaciones-msa-del-peru-sac-1114289887.html
coordinadora de administración y logística,aldeas infantiles sos peru,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/coordinador-a-de-administracion-y-logistica-aldeas-infantiles-sos-peru-1114911196.html
practicante de finanzas,caja rural de ahorro y credito cat perú s.a.,"miraflores, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-de-finanzas-caja-rural-de-ahorro-y-credito-cat-peru-s.a.-1114911141.html
supervisor de producción químico farmacéutico laboratorio farmacéu,confidencial,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/supervisor-de-produccion-quimico-farmaceutico-laboratorio-farmaceutico-1114911131.html
practicante pre profesional de producción,molitalia s.a.,"los olivos, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-produccion-molitalia-s.a.-1114911116.html
practicante contable,confidencial,"san isidro, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-contable-1114905088.html
practicante profesional de ingeniería mecánica eléctrica,luz del sur s.a.a.,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-profesional-de-ingenieria-mecanica-electrica-luz-del-sur-s.a.a.-1114911051.html
supervisor de mantenimiento junior,cerámica san lorenzo,"lurín, lima",2022-01-12,https://www.bumeran.com.pe/empleos/supervisor-de-mantenimiento-junior-ceramica-san-lorenzo-1114910986.html
técnico de laboratorio de ingeniería civil arequipa,universidad continental sac,"arequipa, arequipa",2022-01-12,https://www.bumeran.com.pe/empleos/tecnico-de-laboratorio-de-ingenieria-civil-arequipa-universidad-continental-sac-1114887771.html
docente tiempo completo carrera de derecho,upn / universidad privada del norte,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/docente-tiempo-completo-carrera-de-derecho-upn-universidad-privada-del-norte-1114910905.html
practicante de contabilidad,noelia carpio,"arequipa, arequipa",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-de-contabilidad-noelia-carpio-1114904819.html
practicante pre profesional de producción cajamarquilla,molitalia s.a.,"ate., lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-produccion-cajamarquilla-molitalia-s.a.-1114910849.html
practicante profesional de derecho,teleperformance peru s.a.c.,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-profesional-de-derecho-teleperformance-peru-s.a.c.-1114910829.html
practicante profesional de comunicaciones,terminal portuario paracas s.a,perú,2022-01-12,https://www.bumeran.com.pe/empleos/practicante-profesional-de-comunicaciones-terminal-portuario-paracas-s.a-1114910762.html
practicante pre profesional de planeamiento mitsubishi,skberge peru s.a.c,"san isidro, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-planeamiento-mitsubishi-skberge-peru-s.a.c-1114910760.html
asistente de diseño gráfico,luisa bobadilla,"distrito de san luis, lima",2022-01-12,https://www.bumeran.com.pe/empleos/asistente-de-diseno-grafico-luisa-bobadilla-1114904718.html
asesores comerciales scotiabank préstamos multiconvenio planilla ,salesland internacional s.a.,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/asesores-comerciales-scotiabank-prestamos-multiconvenio-planilla-fijo-y-altas-comisiones-salesland-internacional-s.a.-1114764085.html
practicante profesional de contabilidad,nestlé perú s.a,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-profesional-de-contabilidad-nestle-peru-s.a-1114910741.html
técnico de laboratorio de aceites,compañía minera antapaccay,"espinar, cuzco",2022-01-12,https://www.bumeran.com.pe/empleos/tecnico-de-laboratorio-de-aceites-compania-minera-antapaccay-1114910726.html
devops senior,confidencial,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/devops-senior-1114910715.html
prácticante de mecanica hidraulica,paula vasquez,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-de-mecanica-hidraulica-paula-vasquez-1114904673.html
desarrollador senior frontend,confidencial,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/desarrollador-senior-front-end-1114910698.html
desarrollador senior node js,confidencial,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/desarrollador-senior-node-js-1114910692.html
practicante de marketing consin experiencia,eddimir rodriguez acosta,"sjl. a la altura de la cdra 5 de la av. próceres de la independencia- san juan de lurigancho, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-de-marketing-con-sin-experiencia-eddimir-rodriguez-acosta-1114904630.html
vendedor call center tarjetas scotiabank planilla completa fijo ,salesland internacional s.a.,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/vendedor-call-center-tarjetas-scotiabank-planilla-completa-fijo-comisiones-ilimitadas-salesland-internacional-s.a.-1114910674.html
practicante de nómina,adecco,"lima, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-de-nomina-adecco-1114910671.html
soldadorarmador,randon perú s.a.c.,"callao, lima",2022-01-12,https://www.bumeran.com.pe/empleos/soldador-armador-randon-peru-s.a.c.-1114910649.html
practicante pre profesional de finanzas 5to6to ciclo,world vision,"jesús maría, lima",2022-01-12,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-finanzas-5to-6to-ciclo-world-vision-1114910639.html
auditor líder rubro inmobiliario,cl selection sac,"san isidro, lima",2022-01-12,https://www.bumeran.com.pe/empleos/auditor-lider-rubro-inmobiliario-cl-selection-sac-1114910605.html
